Listing Title,Area,Distances to Railway Stations,Building Age,Stories Tall,Floor,Price,Administrative Costs,Deposit,Gratuity,Rooms,Square Meters,Links to Listing
日暮里・舎人ライナー 扇大橋駅 2階建 築50年,東京都足立区本木南町,"日暮里・舎人ライナー/扇大橋駅 歩17分,日暮里・舎人ライナー/高野駅 歩21分,日暮里・舎人ライナー/足立小台駅 歩25分",築50年,2階建,2階,3.5万円,-,-,-,2K,25m,https://suumo.jp/chintai/jnc_000055121129/?bc=100184146318
ツリービーマンション,群馬県高崎市中大類町,"ＪＲ高崎線/倉賀野駅 歩38分,ＪＲ高崎線/高崎駅 車10分(4.4km),ＪＲ上越線/高崎問屋町駅 車17分(5.9km)",築28年,2階建,2階,2.8万円,-,2.8万円,-,ワンルーム,14.9m,https://suumo.jp/chintai/jnc_000055130942/?bc=100184195923
矢崎荘,東京都文京区千石３,"ＪＲ山手線/巣鴨駅 歩12分,都営三田線/千石駅 歩5分,ＪＲ山手線/駒込駅 歩17分",築56年,2階建,1階,3.6万円,-,-,-,ワンルーム,9m,https://suumo.jp/chintai/jnc_000054587019/?bc=100183576767
ホワイトハウス２１,群馬県伊勢崎市美茂呂町,東武伊勢崎線/新伊勢崎駅 歩28分,築29年,2階建,1階,3.6万円,1000円,-,-,2DK,39.74m,https://suumo.jp/chintai/jnc_000054972101/?bc=100183655854
ビレッジハウス益子1号棟,栃木県芳賀郡益子町大字塙,"真岡鉄道/益子駅 歩28分,真岡鉄道/北山駅 歩33分,真岡鉄道/七井駅 歩44分",築36年,5階建,3階,3.5万円,-,-,-,2LDK,53.08m,https://suumo.jp/chintai/jnc_000054606894/?bc=100181762232
ビレッジハウス益子1号棟,栃木県芳賀郡益子町大字塙,"真岡鉄道/益子駅 歩28分,真岡鉄道/北山駅 歩33分,真岡鉄道/七井駅 歩44分",築36年,5階建,3階,3.6万円,-,-,-,3DK,53.08m,https://suumo.jp/chintai/jnc_000051086902/?bc=100183506950
ビレッジハウス益子2号棟,栃木県芳賀郡益子町大字塙,"真岡鉄道/益子駅 歩28分,真岡鉄道/北山駅 歩33分,真岡鉄道/七井駅 歩44分",築36年,5階建,2階,3.6万円,-,-,-,3DK,53.08m,https://suumo.jp/chintai/jnc_000041639596/?bc=100183506948
エカテリーゼ,東京都三鷹市中原１,"京王線/仙川駅 歩10分,京王線/つつじヶ丘駅 歩13分,京王線/柴崎駅 歩20分",築3年,2階建,1階,7万円,3000円,7万円,-,1K,21.54m,https://suumo.jp/chintai/jnc_000037121144/?bc=100184213457
増山住宅（中根西）,茨城県つくば市中根,つくばエクスプレス/つくば駅 バス22分 (バス停)横町 歩2分,築43年,平屋,1階,3.8万円,-,3.8万円,-,2K,40.57m,https://suumo.jp/chintai/jnc_000013052736/?bc=100184005008
サニーレジデンスＤ,茨城県つくば市観音台１,"つくばエクスプレス/みどりの駅 バス7分 (バス停)中宿 歩62分,つくばエクスプレス/万博記念公園駅 歩65分,ＪＲ常磐線/ひたち野うしく駅 歩71分",新築,2階建,1階,5.8万円,2500円,-,5.8万円,1LDK,45.33m,https://suumo.jp/chintai/jnc_000054315603/?bc=100181679313
サニーレジデンスＤ,茨城県つくば市観音台１,"つくばエクスプレス/みどりの駅 バス7分 (バス停)中宿 歩62分,つくばエクスプレス/万博記念公園駅 歩65分,ＪＲ常磐線/ひたち野うしく駅 歩71分",新築,2階建,1階,5.9万円,2500円,-,5.9万円,1LDK,50.03m,https://suumo.jp/chintai/jnc_000054315601/?bc=100181679324
ＪＲ烏山線 烏山駅 2階建 築22年,栃木県那須烏山市上境,"ＪＲ烏山線/烏山駅 歩45分,ＪＲ烏山線/滝駅 歩66分,ＪＲ烏山線/小塙駅 歩96分",築22年,2階建,2階,3.8万円,-,3.8万円,3.8万円,2DK,36.36m,https://suumo.jp/chintai/jnc_000031650972/?bc=100100109477
カルフール　Ａ,群馬県太田市高林東町,東武伊勢崎線/太田駅 歩50分,築18年,2階建,1階,3.8万円,1860円,-,-,1K,25.25m,https://suumo.jp/chintai/jnc_000052695469/?bc=100183542649
マルガリータＢ,群馬県伊勢崎市富塚町,東武伊勢崎線/剛志駅 歩49分,築17年,2階建,1階,3.9万円,3000円,-,-,1K,33.15m,https://suumo.jp/chintai/jnc_000055083471/?bc=100184116534
ＵＲ湖北台,千葉県我孫子市湖北台７,"ＪＲ成田線/湖北駅 歩16分,ＪＲ常磐線/天王台駅 バス9分 (バス停)団地中央 歩1分,ＪＲ成田線/東我孫子駅 歩33分",築50年,5階建,4階,3.94万円,2900円,7.88万円,-,3DK,51.04m,https://suumo.jp/chintai/jnc_000055084223/?bc=100184010882
ＵＲ湖北台,千葉県我孫子市湖北台７,"ＪＲ成田線/湖北駅 歩16分,ＪＲ常磐線/天王台駅 バス9分 (バス停)団地中央 歩1分,ＪＲ成田線/東我孫子駅 歩33分",築50年,5階建,4階,4.15万円,2900円,8.3万円,-,3DK,51.04m,https://suumo.jp/chintai/jnc_000055084222/?bc=100184010885
マルナカハイツ,東京都多摩市落合６,"多摩都市モノレール/多摩センター駅 歩26分,小田急多摩線/唐木田駅 歩26分",築40年,3階建,2階,3.2万円,3000円,-,-,1K,19.6m,https://suumo.jp/chintai/jnc_000055126019/?bc=100184179194
マルナカハイツ,東京都多摩市落合６,"多摩都市モノレール/多摩センター駅 歩26分,小田急多摩線/唐木田駅 歩26分",築40年,3階建,2階,3.2万円,3000円,-,-,1K,19.6m,https://suumo.jp/chintai/jnc_000055126018/?bc=100184179193
マルナカハイツ,東京都多摩市落合６,"多摩都市モノレール/多摩センター駅 歩26分,小田急多摩線/唐木田駅 歩26分",築40年,3階建,2階,3.2万円,3000円,-,-,1K,19.6m,https://suumo.jp/chintai/jnc_000055126017/?bc=100184179187
平野住宅,茨城県ひたちなか市大字田彦,ＪＲ常磐線/勝田駅 歩34分,築33年,平屋,1階,4万円,-,8万円,-,2DK,53m,https://suumo.jp/chintai/jnc_000055144207/?bc=100183980866
三吉荘,東京都葛飾区東新小岩４,"ＪＲ総武線快速/新小岩駅 歩14分,ＪＲ総武線快速/新小岩駅 バス4分 (バス停)東新小岩三丁目 歩4分",築54年,2階建,2階,4万円,-,4万円,4万円,1DK,22.44m,https://suumo.jp/chintai/jnc_000033051151/?bc=100104513242
ＪＲ宇都宮線 宇都宮駅 2階建 築30年,栃木県宇都宮市竹下町,"ＪＲ宇都宮線/宇都宮駅 バス30分 (バス停)下竹下 歩8分,東北新幹線/宇都宮駅 車18分(8.3km),東武宇都宮線/東武宇都宮駅 車21分(9.4km)",築30年,2階建,2階,4万円,-,-,-,2DK,39.47m,https://suumo.jp/chintai/jnc_000055068356/?bc=100183932710
ＪＲ宇都宮線 宇都宮駅 2階建 築30年,栃木県宇都宮市竹下町,"ＪＲ宇都宮線/宇都宮駅 バス30分 (バス停)下竹下 歩8分,東北新幹線/宇都宮駅 車18分(8.3km),東武宇都宮線/東武宇都宮駅 車21分(9.4km)",築30年,2階建,2階,4万円,-,-,-,2DK,39.47m,https://suumo.jp/chintai/jnc_000053059435/?bc=100183932678
エストレージャ,栃木県宇都宮市竹下町,"ＪＲ宇都宮線/宇都宮駅 バス30分 (バス停)下竹下 歩8分,東北新幹線/宇都宮駅 車18分(8.3km),東武宇都宮線/東武宇都宮駅 車21分(9.4km)",築30年,2階建,2階,4万円,-,-,-,2DK,39.47m,https://suumo.jp/chintai/jnc_000052568806/?bc=100183932074
エストレージャ,栃木県宇都宮市竹下町,"ＪＲ宇都宮線/宇都宮駅 バス30分 (バス停)下竹下 歩8分,東北新幹線/宇都宮駅 車18分(8.3km),東武宇都宮線/東武宇都宮駅 車21分(9.4km)",築30年,2階建,2階,4万円,-,-,-,2DK,39.47m,https://suumo.jp/chintai/jnc_000022814013/?bc=100183932055
レオパレス山際,神奈川県厚木市山際,小田急小田原線/本厚木駅 バス28分 (バス停)山際 歩9分,築32年,2階建,2階,4.1万円,4500円,-,-,1K,23.18m,https://suumo.jp/chintai/jnc_000051838385/?bc=100159480376
ＪＲ常磐線 柏駅 2階建 築44年,千葉県柏市豊上町,ＪＲ常磐線/柏駅 歩23分,築44年,2階建,1階,4.1万円,-,-,-,2K,33m,https://suumo.jp/chintai/jnc_000052877294/?bc=100174938088
ＣＰ大塚,東京都豊島区北大塚２,"ＪＲ山手線/大塚駅 歩5分,ＪＲ山手線/巣鴨駅 歩16分,都営三田線/西巣鴨駅 歩12分",築61年,2階建,2階,4.3万円,2000円,4.3万円,4.3万円,ワンルーム,8.5m,https://suumo.jp/chintai/jnc_000013476748/?bc=100178960404
ＪＲ山手線 大塚駅 2階建 築61年,東京都豊島区北大塚２,"ＪＲ山手線/大塚駅 歩5分,ＪＲ山手線/巣鴨駅 歩16分,都営三田線/西巣鴨駅 歩12分",築61年,2階建,2階,4.3万円,2000円,4.3万円,4.3万円,ワンルーム,8.5m,https://suumo.jp/chintai/jnc_000015561205/?bc=100178855024
クリヤマハイツ A,栃木県宇都宮市五代２,"ＪＲ宇都宮線/雀宮駅 バス22分 (バス停)五代小西 歩9分,ＪＲ宇都宮線/宇都宮駅 車21分(9.0km),ＪＲ宇都宮線/石橋駅 車16分(8.3km)",築35年,2階建,1階,3.5万円,-,3.5万円,-,2DK,39.16m,https://suumo.jp/chintai/jnc_000050058909/?bc=100184254013
石井アパート,神奈川県横須賀市小矢部４,"ＪＲ横須賀線/衣笠駅 歩14分,京急久里浜線/北久里浜駅 歩31分,京急本線/県立大学駅 歩36分",築53年,2階建,2階,4.4万円,300円,4.4万円,-,2K,25.59m,https://suumo.jp/chintai/jnc_000054626909/?bc=100183971576
平沼荘,東京都小平市学園東町３,"西武多摩湖線/一橋学園駅 歩13分,西武新宿線/小平駅 歩23分,西武多摩湖線/青梅街道駅 歩19分",築55年,2階建,2階,4.5万円,-,4.5万円,-,1DK,27.94m,https://suumo.jp/chintai/jnc_000023299660/?bc=100183969474
みゆき荘,神奈川県横浜市港北区師岡町,"東急東横線/大倉山駅 歩20分,東急東横線/菊名駅 歩21分",築48年,2階建,1階,4.5万円,-,4.5万円,-,1K,20m,https://suumo.jp/chintai/jnc_000048231857/?bc=100183992853
みゆき荘,神奈川県横浜市港北区師岡町,"東急東横線/大倉山駅 歩20分,東急東横線/菊名駅 歩21分",築48年,2階建,1階,4.5万円,-,4.5万円,-,1K,20m,https://suumo.jp/chintai/jnc_000048231854/?bc=100183992851
神流荘,神奈川県川崎市高津区溝口５,"東急田園都市線/溝の口駅 歩15分,東急田園都市線/高津駅 歩8分,東急田園都市線/二子新地駅 歩10分",築52年,2階建,1階,4.5万円,1000円,4.5万円,-,2K,23.18m,https://suumo.jp/chintai/jnc_000041036098/?bc=100124129264
神流荘,神奈川県川崎市高津区溝口５,"東急田園都市線/溝の口駅 歩15分,東急田園都市線/高津駅 歩8分,東急田園都市線/二子新地駅 歩10分",築52年,2階建,1階,4.5万円,1000円,4.5万円,-,2K,23.18m,https://suumo.jp/chintai/jnc_000013737440/?bc=100034156171
ＪＲ内房線 八幡宿駅 2階建 築35年,千葉県市原市門前１,"ＪＲ内房線/八幡宿駅 歩31分,ＪＲ内房線/五井駅 バス18分 (バス停)山木入口 歩9分,小湊鉄道線/上総村上駅 車10分(3.7km)",築35年,2階建,1-2階,4.5万円,-,-,4.5万円,3DK,63.88m,https://suumo.jp/chintai/jnc_000054479176/?bc=100184002068
サニーコート Ｂ,栃木県宇都宮市白沢町,"ＪＲ宇都宮線/岡本駅 歩40分,湘南新宿ライン宇須/宇都宮駅 歩95分",築27年,2階建,1階,4.5万円,-,4.5万円,-,2DK,44.71m,https://suumo.jp/chintai/jnc_000040348799/?bc=100183554285
雄和荘,東京都小金井市緑町４,"ＪＲ中央線/東小金井駅 歩18分,ＪＲ中央線/武蔵小金井駅 歩20分,西武多摩川線/新小金井駅 歩31分",築49年,2階建,2階,4.5万円,-,-,-,2K,24m,https://suumo.jp/chintai/jnc_000052878460/?bc=100183861551
アルバI,群馬県高崎市下里見町,ＪＲ信越本線/群馬八幡駅 歩65分,築2年,2階建,1階,4.55万円,1500円,-,4.55万円,1LDK,40.02m,https://suumo.jp/chintai/jnc_000054914814/?bc=100183497571
ウエストハイツ,群馬県伊勢崎市連取町,ＪＲ両毛線/伊勢崎駅 歩41分,築25年,2階建,2階,4.6万円,2000円,4.6万円,-,3DK,49.5m,https://suumo.jp/chintai/jnc_000054755264/?bc=100183498111
ラ・フロラリ,栃木県小山市東城南５,"ＪＲ宇都宮線/小山駅 バス21分 (バス停)西坪公園前 歩1分,ＪＲ水戸線/小田林駅 車13分(5.4km),ＪＲ両毛線/思川駅 車18分(10.3km)",築21年,2階建,1階,4.6万円,-,4.6万円,-,1LDK,41.35m,https://suumo.jp/chintai/jnc_000024925325/?bc=100183932112
アネックス平晃,神奈川県愛甲郡愛川町中津,"小田急小田原線/本厚木駅 バス35分 (バス停)諏訪東 歩6分,ＪＲ相模線/番田駅 歩73分,ＪＲ相模線/原当麻駅 歩62分",築26年,2階建,1階,4.6万円,3500円,10万円,-,3DK,50m,https://suumo.jp/chintai/jnc_000055034747/?bc=100183780438
アップルII,群馬県高崎市福島町,ＪＲ上越線/井野駅 歩40分,築25年,2階建,2階,3.9万円,1750円,-,-,2DK,43.09m,https://suumo.jp/chintai/jnc_000054495481/?bc=100184204423
ＫＧハイツVI,群馬県高崎市菊地町,"ＪＲ信越本線/群馬八幡駅 歩38分,ＪＲ信越本線/北高崎駅 歩51分,ＪＲ上越線/井野駅 歩60分",築29年,2階建,1-2階,4.7万円,-,-,-,2DK,46.36m,https://suumo.jp/chintai/jnc_000046897558/?bc=100146946240
サニーヒルマンション,茨城県日立市森山町４,"ＪＲ常磐線/大甕駅 歩19分,ＪＲ常磐線/常陸多賀駅 歩59分,ＪＲ常磐線/東海駅 歩94分",築47年,3階建,2階,4万円,-,8万円,-,1K,32.29m,https://suumo.jp/chintai/jnc_000021885185/?bc=100091829218
ＪＲ宇都宮線 宇都宮駅 2階建 築35年,栃木県宇都宮市上横田町,"ＪＲ宇都宮線/宇都宮駅 バス25分 (バス停)横川西小前 歩5分,東北新幹線/宇都宮駅 バス25分 (バス停)横川西小前 歩5分,湘南新宿ライン宇須/宇都宮駅 バス25分 (バス停)横川西小前 歩5分",築35年,2階建,2階,5万円,1000円,5万円,-,3DK,50.09m,https://suumo.jp/chintai/jnc_000013070505/?bc=100184220175
グローバルハイツ,栃木県宇都宮市鶴田町,"ＪＲ宇都宮線/宇都宮駅 バス36分 (バス停)西三の沢 歩3分,東武宇都宮線/東武宇都宮駅 車13分(3.3km),ＪＲ日光線/鶴田駅 車12分(5.0km)",築28年,2階建,2階,3.8万円,-,-,-,2DK,38.88m,https://suumo.jp/chintai/jnc_000051452627/?bc=100184017087
サンライト　レジデンス水戸　Ｂ,茨城県水戸市渡里町,ＪＲ常磐線/水戸駅 バス9分 (バス停)渡里二区 歩10分,築10年,2階建,1階,4.05万円,1500円,-,4.05万円,1LDK,37.13m,https://suumo.jp/chintai/jnc_000050842621/?bc=100183658656
メゾン・アルエット,茨城県つくば市梅園２,"つくばエクスプレス/つくば駅 歩66分,ＪＲ常磐線/荒川沖駅 歩55分,ＪＲ常磐線/ひたち野うしく駅 歩83分",築1年,2階建,1階,3.9万円,2000円,7.8万円,3.9万円,1K,26.93m,https://suumo.jp/chintai/jnc_000046451938/?bc=100145249250
ビレッジハウス東光台2号棟,茨城県つくば市東光台３,"つくばエクスプレス/研究学園駅 歩29分,つくばエクスプレス/つくば駅 歩62分,つくばエクスプレス/万博記念公園駅 歩57分",築37年,5階建,4階,4.9万円,-,-,-,3DK,53.08m,https://suumo.jp/chintai/jnc_000055083357/?bc=100184004542
金杉台団地,千葉県船橋市金杉台２,"新京成線/滝不動駅 バス4分 (バス停)卸滝不動 歩6分,東武野田線/馬込沢駅 バス17分 (バス停)金杉台団地 歩3分,新京成線/三咲駅 歩30分",築49年,5階建,5階,4万円,-,4万円,-,2LDK,46.27m,https://suumo.jp/chintai/jnc_000055120329/?bc=100184138372
金杉台団地,千葉県船橋市金杉台２,"新京成線/滝不動駅 バス4分 (バス停)卸滝不動 歩6分,東武野田線/馬込沢駅 バス17分 (バス停)金杉台団地 歩3分,新京成線/三咲駅 歩30分",築49年,5階建,5階,4万円,2000円,-,-,3DK,48.85m,https://suumo.jp/chintai/jnc_000051057969/?bc=100184050077
栄町3丁目平屋,埼玉県朝霞市栄町３,"東武東上線/朝霞駅 歩15分,東武東上線/和光市駅 歩20分,東京メトロ有楽町線/地下鉄成増駅 歩40分",築53年,平屋,1階,5万円,-,10万円,-,1DK,26.07m,https://suumo.jp/chintai/jnc_000052517359/?bc=100183506408
コンフォート秋葉,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩50分,築18年,4階建,3階,5万円,2000円,5万円,-,1K,30.6m,https://suumo.jp/chintai/jnc_000054985762/?bc=100183578171
ひばりマンション,東京都東久留米市南沢４,"西武池袋線/東久留米駅 歩23分,西武池袋線/ひばりヶ丘駅 歩25分,西武池袋線/清瀬駅 歩39分",築44年,3階建,3階,5万円,3000円,5万円,-,2K,35m,https://suumo.jp/chintai/jnc_000054073501/?bc=100183778116
イオ吉祥寺,東京都武蔵野市吉祥寺北町２,"ＪＲ中央線/三鷹駅 歩36分,ＪＲ中央線/吉祥寺駅 歩16分,京王井の頭線/井の頭公園駅 歩26分",築32年,4階建,3階,5万円,5000円,-,-,ワンルーム,17.7m,https://suumo.jp/chintai/jnc_000054838955/?bc=100183517852
イオ吉祥寺,東京都武蔵野市吉祥寺北町２,"ＪＲ中央線/三鷹駅 歩36分,ＪＲ中央線/吉祥寺駅 歩16分,京王井の頭線/井の頭公園駅 歩26分",築32年,4階建,3階,5.2万円,5000円,-,-,ワンルーム,17.85m,https://suumo.jp/chintai/jnc_000054838954/?bc=100183517727
新小川町２世帯貸家１階部分（住居）,東京都新宿区新小川町,"ＪＲ総武線/飯田橋駅 歩5分,東京メトロ南北線/飯田橋駅 歩5分,都営大江戸線/牛込神楽坂駅 歩9分",築62年,2階建,-,18.5万円,-,37万円,18.5万円,2LDK,60.45m,https://suumo.jp/chintai/jnc_000037206888/?bc=100183647154
椿荘,東京都足立区鹿浜４,"ＪＲ京浜東北線/王子駅 バス22分 (バス停)鹿浜三丁目交差点 歩4分,日暮里・舎人ライナー/西新井大師西駅 歩21分,日暮里・舎人ライナー/江北駅 歩24分",築40年,2階建,2階,3万円,-,-,-,1K,15m,https://suumo.jp/chintai/jnc_000054909031/?bc=100183670111
鈴木アパート,神奈川県横須賀市小原台,京急本線/浦賀駅 歩22分,築45年,2階建,1階,5万円,-,5万円,-,2DK,46.27m,https://suumo.jp/chintai/jnc_000054049313/?bc=100183643495
峰岸マンション,東京都武蔵村山市中藤５,多摩都市モノレール/上北台駅 歩22分,築45年,3階建,2階,5万円,-,5万円,-,2DK,34.65m,https://suumo.jp/chintai/jnc_000020451622/?bc=100024502251
ASHINA House,神奈川県横須賀市芦名１,"京急逗子線/新逗子駅 バス24分 (バス停)大楠芦名口 歩5分,湘南新宿ライン宇須/逗子駅 バス26分 (バス停)大楠芦名口 歩5分,ＪＲ横須賀線/逗子駅 バス26分 (バス停)大楠芦名口 歩5分",築40年,2階建,-,13.5万円,-,13.5万円,13.5万円,1LDK,81.15m,https://suumo.jp/chintai/jnc_000028213464/?bc=100085706658
ＪＲ埼京線 南与野駅 2階建 築22年,埼玉県さいたま市桜区大字五関,"ＪＲ埼京線/南与野駅 歩44分,ＪＲ京浜東北線/北浦和駅 バス20分 (バス停)五関 歩2分",築22年,2階建,1階,4.2万円,2000円,-,-,1K,20.79m,https://suumo.jp/chintai/jnc_000054601348/?bc=100184250637
高橋コーポ,東京都東久留米市中央町６,"西武池袋線/東久留米駅 歩18分,西武池袋線/清瀬駅 歩27分,西武池袋線/ひばりヶ丘駅 歩37分",築49年,2階建,2階,5.1万円,-,5.1万円,-,2K,34.7m,https://suumo.jp/chintai/jnc_000053154196/?bc=100183778121
